Processando o arquivo: c:\Users\Rafael Carvalheira\Documents\api_vrp_javav2\codigo_julia_exato\input\vrps_8084.dat
status= OPTIMAL
ID = 8084
Numero de clientes = 15
OF (custo) = 227.67
Best Objective = 227.67
Best Bound = 227.66999999999985
GAP = 0.0%
x[1, 9, B] = 1.0
x[2, 10, B] = 1.0
x[4, 2, B] = 1.0
x[5, 1, B] = 1.0
x[6, 4, B] = 1.0
x[8, 5, B] = 1.0
x[9, 6, B] = 1.0
x[10, B, B] = 1.0
x[B, 8, B] = 1.0
z[1, B, B] = 1.0
z[2, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, B, B] = 1.0
z[8, B, B] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
l[1, 9, B, 2] = 32.0
l[1, 9, B, 4] = 34.0
l[1, 9, B, 6] = 35.0
l[1, 9, B, 9] = 38.0
l[1, 9, B, 10] = 30.0
l[2, 10, B, 10] = 30.0
l[4, 2, B, 2] = 32.0
l[4, 2, B, 10] = 30.0
l[5, 1, B, 1] = 23.0
l[5, 1, B, 2] = 32.0
l[5, 1, B, 4] = 34.0
l[5, 1, B, 6] = 35.0
l[5, 1, B, 9] = 38.0
l[5, 1, B, 10] = 30.0
l[6, 4, B, 2] = 32.0
l[6, 4, B, 4] = 34.0
l[6, 4, B, 10] = 30.0
l[8, 5, B, 1] = 23.0
l[8, 5, B, 2] = 32.0
l[8, 5, B, 4] = 34.0
l[8, 5, B, 5] = 32.0
l[8, 5, B, 6] = 35.0
l[8, 5, B, 9] = 38.0
l[8, 5, B, 10] = 30.0
l[9, 6, B, 2] = 32.0
l[9, 6, B, 4] = 34.0
l[9, 6, B, 6] = 35.0
l[9, 6, B, 10] = 30.0
l[B, 8, B, 1] = 23.0
l[B, 8, B, 2] = 32.0
l[B, 8, B, 4] = 34.0
l[B, 8, B, 5] = 32.0
l[B, 8, B, 6] = 35.0
l[B, 8, B, 8] = 45.0
l[B, 8, B, 9] = 38.0
l[B, 8, B, 10] = 30.0
m[1, 9, B, 1] = 34.0
m[1, 9, B, 5] = 31.0
m[1, 9, B, 8] = 34.0
m[2, 10, B, 1] = 34.0
m[2, 10, B, 2] = 26.0
m[2, 10, B, 4] = 38.0
m[2, 10, B, 5] = 31.0
m[2, 10, B, 6] = 44.0
m[2, 10, B, 8] = 34.0
m[2, 10, B, 9] = 28.0
m[4, 2, B, 1] = 34.0
m[4, 2, B, 4] = 38.0
m[4, 2, B, 5] = 31.0
m[4, 2, B, 6] = 44.0
m[4, 2, B, 8] = 34.0
m[4, 2, B, 9] = 28.0
m[5, 1, B, 5] = 31.0
m[5, 1, B, 8] = 34.0
m[6, 4, B, 1] = 34.0
m[6, 4, B, 5] = 31.0
m[6, 4, B, 6] = 44.0
m[6, 4, B, 8] = 34.0
m[6, 4, B, 9] = 28.0
m[8, 5, B, 8] = 34.0
m[9, 6, B, 1] = 34.0
m[9, 6, B, 5] = 31.0
m[9, 6, B, 8] = 34.0
m[9, 6, B, 9] = 28.0
m[10, B, B, 1] = 34.0
m[10, B, B, 2] = 26.0
m[10, B, B, 4] = 38.0
m[10, B, B, 5] = 31.0
m[10, B, B, 6] = 44.0
m[10, B, B, 8] = 34.0
m[10, B, B, 9] = 28.0
m[10, B, B, 10] = 34.0
Tempo de execução: 2.4337272 segundos
